starttime	seconds	ctime	dtime	ttime	wait
Wed Aug 28 12:36:31 2013	1377668191	0	349	349	74
Wed Aug 28 12:36:37 2013	1377668197	0	349	350	75
Wed Aug 28 12:37:02 2013	1377668222	0	350	350	83
Wed Aug 28 12:36:20 2013	1377668180	0	351	351	74
Wed Aug 28 12:36:24 2013	1377668184	0	351	351	74
Wed Aug 28 12:36:58 2013	1377668218	0	351	351	73
Wed Aug 28 12:36:33 2013	1377668193	0	351	351	231
Wed Aug 28 12:36:41 2013	1377668201	0	351	351	79
Wed Aug 28 12:37:04 2013	1377668224	0	351	352	81
Wed Aug 28 12:36:41 2013	1377668201	0	351	352	74
Wed Aug 28 12:37:01 2013	1377668221	0	353	353	76
Wed Aug 28 12:36:19 2013	1377668179	0	354	354	75
Wed Aug 28 12:36:27 2013	1377668187	0	354	354	73
Wed Aug 28 12:36:31 2013	1377668191	1	354	354	81
Wed Aug 28 12:37:01 2013	1377668221	0	355	355	73
Wed Aug 28 12:36:35 2013	1377668195	0	357	357	76
Wed Aug 28 12:36:21 2013	1377668181	0	357	358	83
Wed Aug 28 12:37:00 2013	1377668220	0	359	359	147
Wed Aug 28 12:36:40 2013	1377668200	0	360	360	73
Wed Aug 28 12:36:26 2013	1377668186	1	361	362	86
Wed Aug 28 12:36:40 2013	1377668200	0	363	363	80
Wed Aug 28 12:36:40 2013	1377668200	0	363	363	81
Wed Aug 28 12:36:24 2013	1377668184	0	363	363	90
Wed Aug 28 12:36:39 2013	1377668199	0	365	365	75
Wed Aug 28 12:36:48 2013	1377668208	0	365	365	283
Wed Aug 28 12:37:07 2013	1377668227	0	365	365	73
Wed Aug 28 12:37:03 2013	1377668223	0	366	367	74
Wed Aug 28 12:36:24 2013	1377668184	0	367	367	73
Wed Aug 28 12:36:47 2013	1377668207	0	367	367	76
Wed Aug 28 12:37:04 2013	1377668224	0	367	367	298
Wed Aug 28 12:36:41 2013	1377668201	0	368	368	87
Wed Aug 28 12:36:24 2013	1377668184	0	368	369	102
Wed Aug 28 12:36:58 2013	1377668218	0	369	369	75
Wed Aug 28 12:36:25 2013	1377668185	0	369	369	298
Wed Aug 28 12:36:38 2013	1377668198	0	369	370	268
Wed Aug 28 12:36:50 2013	1377668210	0	370	370	158
Wed Aug 28 12:36:36 2013	1377668196	0	370	371	88
Wed Aug 28 12:36:22 2013	1377668182	0	371	371	301
Wed Aug 28 12:36:27 2013	1377668187	0	371	371	74
Wed Aug 28 12:36:32 2013	1377668192	0	371	372	73
Wed Aug 28 12:36:37 2013	1377668197	0	372	372	93
Wed Aug 28 12:36:41 2013	1377668201	1	371	372	95
Wed Aug 28 12:36:43 2013	1377668203	0	373	373	83
Wed Aug 28 12:36:20 2013	1377668180	0	373	374	74
Wed Aug 28 12:36:27 2013	1377668187	0	373	374	326
Wed Aug 28 12:36:48 2013	1377668208	0	374	374	78
Wed Aug 28 12:36:24 2013	1377668184	0	374	374	74
Wed Aug 28 12:36:20 2013	1377668180	0	375	375	74
Wed Aug 28 12:37:05 2013	1377668225	0	375	375	79
Wed Aug 28 12:36:47 2013	1377668207	0	375	376	99
Wed Aug 28 12:36:40 2013	1377668200	0	376	376	73
Wed Aug 28 12:36:22 2013	1377668182	0	376	377	99
Wed Aug 28 12:37:06 2013	1377668226	0	376	377	102
Wed Aug 28 12:36:21 2013	1377668181	0	378	378	77
Wed Aug 28 12:37:05 2013	1377668225	0	378	378	83
Wed Aug 28 12:36:25 2013	1377668185	0	378	379	307
Wed Aug 28 12:36:24 2013	1377668184	0	379	379	74
Wed Aug 28 12:37:06 2013	1377668226	0	380	380	89
Wed Aug 28 12:36:56 2013	1377668216	0	380	380	269
Wed Aug 28 12:37:04 2013	1377668224	0	380	380	310
Wed Aug 28 12:36:22 2013	1377668182	0	380	381	310
Wed Aug 28 12:36:21 2013	1377668181	0	380	381	82
Wed Aug 28 12:36:26 2013	1377668186	0	381	381	83
Wed Aug 28 12:37:06 2013	1377668226	0	381	381	82
Wed Aug 28 12:37:03 2013	1377668223	0	381	381	103
Wed Aug 28 12:36:44 2013	1377668204	0	382	383	73
Wed Aug 28 12:36:37 2013	1377668197	0	384	385	79
Wed Aug 28 12:37:01 2013	1377668221	0	385	385	74
Wed Aug 28 12:37:07 2013	1377668227	0	386	387	85
Wed Aug 28 12:37:03 2013	1377668223	0	392	392	75
Wed Aug 28 12:36:31 2013	1377668191	0	393	394	108
Wed Aug 28 12:36:19 2013	1377668179	0	395	395	74
Wed Aug 28 12:36:42 2013	1377668202	0	395	395	238
Wed Aug 28 12:36:32 2013	1377668192	0	396	396	93
Wed Aug 28 12:36:17 2013	1377668177	0	397	397	157
Wed Aug 28 12:36:21 2013	1377668181	0	398	398	99
Wed Aug 28 12:36:25 2013	1377668185	0	399	399	80
Wed Aug 28 12:36:25 2013	1377668185	0	400	400	97
Wed Aug 28 12:36:35 2013	1377668195	0	402	402	316
Wed Aug 28 12:36:26 2013	1377668186	0	403	403	81
Wed Aug 28 12:36:51 2013	1377668211	0	406	406	193
Wed Aug 28 12:36:36 2013	1377668196	0	406	406	98
Wed Aug 28 12:36:48 2013	1377668208	0	408	408	294
Wed Aug 28 12:37:02 2013	1377668222	0	408	409	133
Wed Aug 28 12:36:53 2013	1377668213	0	414	414	78
Wed Aug 28 12:36:47 2013	1377668207	0	415	415	93
Wed Aug 28 12:36:29 2013	1377668189	0	419	419	123
Wed Aug 28 12:36:37 2013	1377668197	0	423	423	122
Wed Aug 28 12:36:18 2013	1377668178	0	426	426	104
Wed Aug 28 12:36:35 2013	1377668195	0	427	427	114
Wed Aug 28 12:36:42 2013	1377668202	0	431	431	382
Wed Aug 28 12:36:57 2013	1377668217	0	434	434	75
Wed Aug 28 12:36:57 2013	1377668217	0	436	436	364
Wed Aug 28 12:36:42 2013	1377668202	0	436	436	172
Wed Aug 28 12:36:49 2013	1377668209	0	438	438	195
Wed Aug 28 12:36:57 2013	1377668217	0	440	440	73
Wed Aug 28 12:36:48 2013	1377668208	0	441	441	227
Wed Aug 28 12:36:42 2013	1377668202	0	445	445	238
Wed Aug 28 12:36:59 2013	1377668219	0	448	448	87
Wed Aug 28 12:36:54 2013	1377668214	0	448	448	99
Wed Aug 28 12:36:44 2013	1377668204	0	450	451	371
Wed Aug 28 12:36:48 2013	1377668208	0	453	454	138
Wed Aug 28 12:37:01 2013	1377668221	0	466	466	145
Wed Aug 28 12:36:29 2013	1377668189	0	469	469	398
Wed Aug 28 12:36:37 2013	1377668197	0	471	472	197
Wed Aug 28 12:36:58 2013	1377668218	0	474	474	133
Wed Aug 28 12:36:55 2013	1377668215	0	475	475	136
Wed Aug 28 12:36:43 2013	1377668203	0	481	481	112
Wed Aug 28 12:36:59 2013	1377668219	0	483	483	135
Wed Aug 28 12:36:47 2013	1377668207	0	484	484	93
Wed Aug 28 12:36:39 2013	1377668199	0	485	485	94
Wed Aug 28 12:36:59 2013	1377668219	0	488	488	131
Wed Aug 28 12:36:54 2013	1377668214	0	490	490	139
Wed Aug 28 12:36:44 2013	1377668204	0	491	491	110
Wed Aug 28 12:36:41 2013	1377668201	0	493	493	95
Wed Aug 28 12:36:45 2013	1377668205	0	498	498	117
Wed Aug 28 12:36:58 2013	1377668218	0	504	504	134
Wed Aug 28 12:36:30 2013	1377668190	0	507	507	130
Wed Aug 28 12:36:30 2013	1377668190	0	507	507	157
Wed Aug 28 12:36:59 2013	1377668219	0	510	510	337
Wed Aug 28 12:36:29 2013	1377668189	0	511	511	116
Wed Aug 28 12:37:00 2013	1377668220	0	513	514	103
Wed Aug 28 12:36:29 2013	1377668189	0	516	517	380
Wed Aug 28 12:36:55 2013	1377668215	0	517	517	116
Wed Aug 28 12:37:00 2013	1377668220	0	518	518	131
Wed Aug 28 12:36:18 2013	1377668178	0	523	524	181
Wed Aug 28 12:36:34 2013	1377668194	0	525	525	427
Wed Aug 28 12:36:46 2013	1377668206	0	530	530	159
Wed Aug 28 12:37:00 2013	1377668220	0	535	535	142
Wed Aug 28 12:36:53 2013	1377668213	0	542	542	113
Wed Aug 28 12:36:41 2013	1377668201	1	545	546	391
Wed Aug 28 12:36:34 2013	1377668194	0	549	549	158
Wed Aug 28 12:36:45 2013	1377668205	0	554	554	150
Wed Aug 28 12:36:39 2013	1377668199	0	556	557	126
Wed Aug 28 12:36:49 2013	1377668209	0	561	561	415
Wed Aug 28 12:36:42 2013	1377668202	0	564	565	109
Wed Aug 28 12:36:52 2013	1377668212	0	564	565	180
Wed Aug 28 12:37:01 2013	1377668221	0	570	570	229
Wed Aug 28 12:36:51 2013	1377668211	0	579	580	119
Wed Aug 28 12:36:38 2013	1377668198	0	585	585	496
Wed Aug 28 12:36:33 2013	1377668193	0	590	591	367
Wed Aug 28 12:36:45 2013	1377668205	0	596	596	133
Wed Aug 28 12:36:52 2013	1377668212	0	601	601	151
Wed Aug 28 12:37:06 2013	1377668226	0	609	610	299
Wed Aug 28 12:37:05 2013	1377668225	0	617	617	327
Wed Aug 28 12:36:38 2013	1377668198	0	618	618	545
Wed Aug 28 12:36:38 2013	1377668198	0	625	625	553
Wed Aug 28 12:36:39 2013	1377668199	0	631	631	565
Wed Aug 28 12:36:42 2013	1377668202	0	632	632	163
Wed Aug 28 12:36:48 2013	1377668208	0	639	639	210
Wed Aug 28 12:36:33 2013	1377668193	0	640	640	167
Wed Aug 28 12:36:52 2013	1377668212	0	642	642	179
Wed Aug 28 12:36:49 2013	1377668209	0	647	648	434
Wed Aug 28 12:36:34 2013	1377668194	0	650	650	166
Wed Aug 28 12:36:33 2013	1377668193	0	656	656	182
Wed Aug 28 12:36:56 2013	1377668216	0	662	662	284
Wed Aug 28 12:36:49 2013	1377668209	0	695	696	433
Wed Aug 28 12:36:51 2013	1377668211	0	759	760	177
Wed Aug 28 12:36:56 2013	1377668216	0	765	765	393
Wed Aug 28 12:36:42 2013	1377668202	0	773	773	274
Wed Aug 28 12:36:45 2013	1377668205	0	799	800	124
Wed Aug 28 12:36:51 2013	1377668211	0	808	808	127
Wed Aug 28 12:36:54 2013	1377668214	0	811	811	116
Wed Aug 28 12:36:21 2013	1377668181	0	814	814	77
Wed Aug 28 12:37:04 2013	1377668224	0	815	815	74
Wed Aug 28 12:36:19 2013	1377668179	0	815	815	84
Wed Aug 28 12:37:03 2013	1377668223	0	825	825	73
Wed Aug 28 12:36:22 2013	1377668182	0	829	829	73
Wed Aug 28 12:36:22 2013	1377668182	0	830	830	758
Wed Aug 28 12:36:19 2013	1377668179	0	830	831	75
Wed Aug 28 12:36:20 2013	1377668180	1	831	831	759
Wed Aug 28 12:36:31 2013	1377668191	0	832	832	78
Wed Aug 28 12:36:21 2013	1377668181	0	840	840	84
Wed Aug 28 12:36:34 2013	1377668194	0	847	847	161
Wed Aug 28 12:36:47 2013	1377668207	0	850	850	74
Wed Aug 28 12:36:42 2013	1377668202	0	851	851	219
Wed Aug 28 12:36:40 2013	1377668200	0	864	865	818
Wed Aug 28 12:36:23 2013	1377668183	0	870	870	797
Wed Aug 28 12:36:44 2013	1377668204	0	873	873	382
Wed Aug 28 12:36:35 2013	1377668195	0	880	881	77
Wed Aug 28 12:36:57 2013	1377668217	0	903	903	105
Wed Aug 28 12:36:49 2013	1377668209	0	903	904	309
Wed Aug 28 12:36:28 2013	1377668188	0	916	916	418
Wed Aug 28 12:36:18 2013	1377668178	0	917	917	101
Wed Aug 28 12:36:51 2013	1377668211	0	936	936	157
Wed Aug 28 12:36:28 2013	1377668188	0	952	953	80
Wed Aug 28 12:36:33 2013	1377668193	0	954	954	443
Wed Aug 28 12:36:41 2013	1377668201	0	986	986	866
Wed Aug 28 12:36:50 2013	1377668210	0	993	993	467
Wed Aug 28 12:36:38 2013	1377668198	0	998	998	570
Wed Aug 28 12:36:55 2013	1377668215	0	1063	1064	173
Wed Aug 28 12:36:31 2013	1377668191	0	1095	1095	1071
Wed Aug 28 12:37:02 2013	1377668222	0	1105	1105	1081
Wed Aug 28 12:36:26 2013	1377668186	0	1125	1125	1076
Wed Aug 28 12:36:36 2013	1377668196	0	1133	1133	1109
Wed Aug 28 12:37:03 2013	1377668223	1	1141	1142	1117
Wed Aug 28 12:36:20 2013	1377668180	0	1148	1148	1098
Wed Aug 28 12:36:43 2013	1377668203	0	1181	1181	80
Wed Aug 28 12:36:17 2013	1377668177	0	1209	1209	1135
Wed Aug 28 12:36:28 2013	1377668188	0	1216	1217	814
Wed Aug 28 12:36:33 2013	1377668193	0	1247	1247	248
Wed Aug 28 12:36:39 2013	1377668199	0	1302	1302	1276
Wed Aug 28 12:36:52 2013	1377668212	0	1353	1354	1293
Wed Aug 28 12:36:17 2013	1377668177	0	1430	1430	1380
Wed Aug 28 12:36:17 2013	1377668177	0	1456	1456	1322
Wed Aug 28 12:36:44 2013	1377668204	0	1479	1479	1348
Wed Aug 28 12:36:54 2013	1377668214	0	1481	1481	168
Wed Aug 28 12:36:26 2013	1377668186	0	1483	1483	1460
Wed Aug 28 12:36:24 2013	1377668184	0	1512	1512	1464
Wed Aug 28 12:36:28 2013	1377668188	0	1524	1524	1483
Wed Aug 28 12:36:37 2013	1377668197	0	1526	1527	1361
Wed Aug 28 12:37:07 2013	1377668227	0	1536	1536	1466
Wed Aug 28 12:36:30 2013	1377668190	0	1547	1547	1468
Wed Aug 28 12:36:46 2013	1377668206	0	1580	1580	1504
Wed Aug 28 12:36:58 2013	1377668218	0	1581	1581	1527
Wed Aug 28 12:36:50 2013	1377668210	0	1587	1587	1439
Wed Aug 28 12:36:49 2013	1377668209	0	1615	1615	385
Wed Aug 28 12:36:30 2013	1377668190	0	1672	1673	1648
Wed Aug 28 12:36:17 2013	1377668177	0	1712	1713	1394
Wed Aug 28 12:36:52 2013	1377668212	0	2506	2506	470
